"ID"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777000241|7800007802705|"F-21448/19"|"OMEPRAZOL 20 MG X 30 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"OMEPRAZOL 20 MG"|"20"|"20 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000242|7800007803757|"F-2406/19"|"DICLOFENACO SODICO 1,5 % X 20 ML SUSPENSION ORAL PARA GOTAS"|"DICLOFENACO SODICO 15 MG/ML"|"15"|"15 MG/ML"|"SUSPENSION ORAL PARA GOTAS"|"20"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0||0|1
777000243|7800007803757|"F-2406/19"|"DICLOFENACO 1,5% X 20 ML SUSPENSION ORAL PARA GOTAS"|"DICLOFENACO SODICO 15 MG/ML"|"15"|"15 MG/ML"|"SUSPENSION ORAL PARA GOTAS"|"20"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0|"CENABAST"|0|1
777000244|7800007803795|"F-13726/19"|"PAROXETINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"PAROXETINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000245|7800007803801|"F-14411/19"|"PREDNISONA 20 MG X 20 COMPRIMIDOS RECUBIERTOS"|"PREDNISONA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"CORTICOIDES"|"SISTEMICOS"|"MRE"|1|0||0|0
777000246|7800007803801|"F-14411/19"|"PREDNISONA 20 MG X 20 COMPRIMIDOS RECUBIERTOS"|"PREDNISONA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"CORTICOIDES"|"SISTEMICOS"|"MRE"|1|0|"CENABAST"|0|0
777000247|7800007803887|"F-22767/21"|"LANSOPRAZOL 30 MG X 30 CAPSULAS CON MICROGRANULOS CON RECUBRIMIENTO ENTERICO"|"LANSOPRAZOL 30 MG"|"30"|"30 MG"|"CAPSULAS CON MICROGRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000248|7800007804242|"F-15081/20"|"LAMOTRIGINA 100 MG X 30 COMPRIMIDOS"|"LAMOTRIGINA  100 MG"|"100"|"100 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0||0|0
777000249|7800007804365|"F-22419/21"|"ACNERAL 20 MG X 30 CAPSULAS BLANDAS"|"ISOTRETINOINA 20 MG"|"20"|"20 MG"|"CAPSULAS BLANDAS"|"30"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIACNE"|"RMRSCS"|1|0||1|0
777000250|7800007804853|"F-23685/18"|"FLUCONAZOL 150 MG X 4 CAPSULAS"|"FLUCONAZOL 150 MG"|"150"|"150 MG"|"CAPSULAS"|"4"|"CAPSULA"|"CHILE"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"SISTEMICOS"|"APR"|1|0||0|0
777000251|7800007805140|"F-12244/17"|"KITADOL FORTE X 10 COMPRIMIDOS RECUBIERTOS"|"PARACETAMOL 555,55 MG CAFEINA 50 MG"|"555,55;50"|"555,55 MG;50 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|0
777000252|7800007805379|"F-24198/18"|"INTAXEL ER 0,375 MG X 30 COMPRIMIDOS DE LIBERACION PROLONGADA"|"PRAMIPEXOL 0,375 MG"|"0,375"|"0,375 MG"|"COMPRIMIDOS DE LIBERACION PROLONGADA"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPARKINSONIANOS"|"MRE"|1|0||1|0
777000253|7800007805638|"F-24341/18"|"NUVIGIL 150 MG X 30 COMPRIMIDOS"|"MODAFINILO 150 MG"|"150"|"150 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTIMULANTES CEREBRALES"|"RMRSCS"|0|0||1|0
777000254|7800007806628|"F-23789/18"|"QUETIAPINA 100 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000255|7800007806635|"F-23743/18"|"QUETIAPINA 25 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 25 MG"|"25"|"25 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000256|7800007806796|"F-15665/21"|"TERBINAFINA CLORHIDRATO 1% X 20 G CREMA TOPICA"|"TERBINAFINA 1%"|"1"|"1%"|"CREMA TOPICA"|"20"|"100 G"|"CHILE"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"MRE"|0|0||0|0
777000257|7800007806901|"F-24604/19"|"CITALOPRAM 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"CITALOPRAM  20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000258|7800007807205|"F-24961/19"|"LEVOTIROXINA SODICA 50 MCG X 56 COMPRIMIDOS"|"LEVOTIROXINA SODICA 50 MCG"|"50"|"50 MCG"|"COMPRIMIDOS"|"56"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TERAPIAS TIROIDE"|"MRE"|1|0||0|0
777000259|7800007808264|"F-25276/20"|"LACTULOSA 66,7 % X 200 ML SOLUCION ORAL RECTAL"|"LACTULOSA 66,7%"|"66,7"|"66,70%"|"SOLUCION ORAL RECTAL"|"200"|"100 ML"|"CHILE"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"LAXANTES"|"MRE"|0|0||0|1
777000260|7800007808325|"F-25589/20"|"TAMSULOSINA CLORHIDRATO 0,4 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0||0|0
777000261|7800007808424|"F-25536/20"|"ROSUVASTATINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ROSUVASTATINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000262|7800007808431|"F-25539/20"|"ROSUVASTATINA 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ROSUVASTATINA 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000263|7800007808790|"F-2271/19"|"KITADOL DUO X 10 COMPRIMIDOS RECUBIERTOS"|"IBUPROFENO 200 MG PARACETAMOL 300 MG"|"200;300"|"200 MG;300 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"CHILE"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|0
777000264|7800008000827|"F-23126/21"|"TREXXIA 60 MG X 14 COMPRIMIDOS RECUBIERTOS"|"ETORICOXIB 60 MG"|"60"|"60 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000265|7800008000834|"F-23070/21"|"TREXXIA 120 MG X 7 COMPRIMIDOS RECUBIERTOS"|"ETORICOXIB 120 MG"|"120"|"120 MG"|"COMPRIMIDOS RECUBIERTOS"|"7"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000266|7800008001008|"F-25504/20"|"CASEN ADULTOS X 133 ML ENEMA"|"FOSFATO DE SODIO MONOBASICO DIHIDRATO 18,1 G FOSFATO DISODICO DODECAHIDRATO 8 G"|"18,1;8"|"18,1 G;8 G"|"ENEMA"|"133"|"100 ML"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"LAXANTES"|"MRE"|0|0||1|1
777000267|7800008001091|"F-21832/20"|"TENBILOL 5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"BISOPROLOL 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|1|0||1|0
777000268|7800008010055|"F-4182/20"|"HALOPERIDOL 1 MG X 30 COMPRIMIDOS"|"HALOPERIDOL 1 MG"|"1"|"1 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000269|7800008010093|"F-4183/20"|"HALOPERIDOL 5 MG X 20 COMPRIMIDOS"|"HALOPERIDOL 5 MG"|"5"|"5 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0||0|0
777000270|7800008010093|"F-4183/20"|"HALOPERIDOL 5 MG X 20 COMPRIMIDOS"|"HALOPERIDOL 5 MG"|"5"|"5 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0|"CENABAST"|0|0
777000271|7800008011502|"F-9091/21"|"ISQUELIUM 4 MG X 30 COMPRIMIDOS"|"ACENOCUMAROL 4 MG"|"4"|"4 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTICOAGULANTES"|"MRE"|1|0|"CENABAST"|1|0
777000272|7800008011588|"F-21523/19"|"SULIX 0,4 MG X 30 CAPSULAS CON GRANULOS DE LIBERACION PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"CAPSULAS CON GRANULOS DE LIBERACION PROLONGADA"|"30"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0||1|0
777000273|7800008011625|"F-21523/19"|"SULIX 0,4 MG X 60 CAPSULAS CON GRANULOS DE LIBERACION PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"CAPSULAS CON GRANULOS DE LIBERACION PROLONGADA"|"60"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0||1|0
777000274|7800008011625|"F-21523/19"|"SULIX 0,4 MG X 60 CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"TAMSULOSINA CLORHIDRATO 0,4 MG"|"0,4"|"0,4 MG"|"CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"60"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"TRATAMIENTOS HIPERPLASIA PROSTATICA BENIGNA"|"MRE"|1|0|"CENABAST"|1|0
777000275|7800008020023|"F-3730/20"|"BLISTEX X 6 G CREMA LABIAL"|"ALCANFOR 1 G/100 G FENOL 0,45 G/100 G"|"1; 0,45"|"1 G/100 G;0,45 G/100 G"|"CREMA TOPICA"|"6"|"100 G"|"SYNTHON"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"PROTECTORES LABIALES"|"NP"|0|0||1|0
777000276|7800008020191|"F-3731/20"|"IVAREST X 35 G CREMA TOPICA"|"CALAMINA 14 G/100 G DIFENHIDRAMINA CLORHIDRATO 2 G/100 G"|"14;2"|"14 G/100 G;2 G/100 G"|"CREMA TOPICA"|"35"|"100 G"|"SYNTHON"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIPRURIGINOSOS (PICAZON)"|"NP"|0|0||1|0
777000277|7800008102989|"F-23504/17"|"CELEDOX 200 MG X 10 CAPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"10"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000278|7800008102996|"F-23504/17"|"CELEDOX 200 MG X 30 CAPSULAS"|"CELECOXIB 200 MG"|"200"|"200 MG"|"CAPSULAS"|"30"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000279|7800008103054|"F-11859/17"|"LANSOPRAZOL 30 MG X 30 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"LANSOPRAZOL 30 MG"|"30"|"30 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"SYNTHON"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|0|0||0|0
777000280|7800017002317||"BION BB X 5,1 G SUSPENSION OLEOSA EN GOTAS"|"BIFIDOBACTERIUM LACTIS SEGUN ROTULADO"||"SEGUN ROTULADO"|"SUSPENSION OLEOSA"|"5"|"100 G"|"PROCTER & GAMBLE"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"MULTIVITAMINICOS Y PROBIOTICOS"|"NP"|0|0||1|1
777000281|7800017025286|"F-20392/18"|"EVILIN X 21 COMPRIMIDOS RECUBIERTOS"|"CIPROTERONA ACETATO 2 MG ETINILESTRADIOL 0,035 MG"|"2;0,035"|"2 MG;0,035 MG"|"COMPRIMIDOS RECUBIERTOS"|"21"|"COMPRIMIDO"|"MERCK"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TRATAMIENTO ENFERMEDADES ANDROGENO DEPENDIENTES"|"MRE"|0|0||1|0
777000282|7800017042399|"F-4291/20"|"CONCOR 1,25 MG X 14 COMPRIMIDOS RECUBIERTOS"|"BISOPROLOL 1,25 MG"|"1,25"|"1,25 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"MERCK"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|0|0||1|0
777000283|7800017052411||"CEBION 1000 MG X 10 COMPRIMIDOS EFERVESCENTES"|"ACIDO ASCORBICO (VITAMINA C) 1000 MG"|"1000"|"1000 MG"|"COMPRIMIDOS EFERVESCENTES"|"10"|"COMPRIMIDO"|"MERCK"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"VITAMINA C"|"NP"|0|0||1|0
777000284|7800017062250|"F-20872/19"|"EUTIROX 175 MCG X 50 COMPRIMIDOS"|"LEVOTIROXINA SODICA 175 MCG"|"175"|"175 MCG"|"COMPRIMIDOS"|"50"|"COMPRIMIDO"|"MERCK"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TERAPIAS TIROIDE"|"MRE"|0|0||1|0
777000285|7800017074437|"F-7023/20"|"THYROZOL 10 MG X 50 COMPRIMIDOS RECUBIERTOS"|"TIAMAZOL (METIMAZOL) 10  MG"|"10"|"10  MG"|"COMPRIMIDOS RECUBIERTOS"|"50"|"COMPRIMIDO"|"MERCK"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TERAPIAS TIROIDE"|"MRE"|0|0||1|0
777000286|7800017074437|"F-7023/20"|"THYROZOL 10 MG X 50 COMPRIMIDOS RECUBIERTOS"|"TIAMAZOL (METIMAZOL) 10  MG"|"10"|"10  MG"|"COMPRIMIDOS RECUBIERTOS"|"50"|"COMPRIMIDO"|"MERCK"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TERAPIAS TIROIDE"|"MRE"|0|0|"CENABAST"|1|0
777000287|7800018000299|"F-15806/21"|"ACIDO VALPROICO 250 MG X 20 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"VALPROATO DE MAGNESIO 250 MG"|"250"|"250 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"20"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|0|0||1|0
777000288|7800018000930|"F-15806/21"|"ACIDO VALPROICO 250 MG X 20 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"ACIDO VALPROICO 250 MG"|"250"|"250 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"20"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|0|0|"CENABAST"|0|0
777000289|7800018110196|"F-6598/20"|"CLARIMIR 0,12 MG/ML X 15 ML SOLUCION OFTALMICA"|"NAFAZOLINA CLORHIDRATO 0,012%"|"0,012"|"0,01%"|"SOLUCION OFTALMICA ESTERIL"|"15"|"100 ML"|"ANDROMACO"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"LUBRICANTES Y DESCONGESTIONANTES"|"NP"|0|0||1|1
777000290|7800018110493|"F-6599/20"|"CLARIMIR F X 15 ML SOLUCION OFTALMICA"|"NAFAZOLINA CLORHIDRATO 0,25 MG/ML FENIRAMINA MALEATO 3 MG/ML"|"0,25;3"|"0,25 MG/ML;3 MG/ML"|"SOLUCION OFTALMICA ESTERIL"|"15"|"100 ML"|"ANDROMACO"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||1|1
777000291|7800018111483|"E-22/18"|"FAMIDAL DUAL 10 OVULOS + 20 G CREMA  X 1 SET"|"TINIDAZOL (OVULO) 150 MG MICONAZOL NITRATO 100 MG   (CREMA) 30 MG/G"|"150; 100; 30; 20"|"(OVULO) 150 MG;100 MG; (CREMA) 30 MG/G;20 MG/G"|"OVULOS VAGINALES Y CREMA"|"1"|"PACK"|"ANDROMACO"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"VAGINALES"|"APR"|0|0||1|0
777000292|7800018117195|"F-107/17"|"MALTOFER 100 MG COMPLEJO DE HIERRO X 30 COMPRIMIDOS MASTICABLES"|"COMPLEJO DE HIERRO (III)- HIDROXIDO-POLIMALTOSA 100 MG"|"100"|"100 MG"|"COMPRIMIDOS MASTICABLES"|"30"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIANEMICOS"|"MRE"|0|0||1|0
777000293|7800018117218|"F-106/17"|"MALTOFER 50 MG/ML X 30 ML SOLUCION ORAL PARA GOTAS"|"COMPLEJO DE HIERRO (III)- HIDROXIDO-POLIMALTOSA 50 MG/ML"|"50"|"50 MG/ML"|"SOLUCION ORAL PARA GOTAS"|"30"|"100 ML"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIANEMICOS"|"MRE"|0|0||1|1
777000294|7800018118925|"F-1509/18"|"HIPOGLOS UNGUENTO X 100 G"|"ACEITE DE HIPOGLOS 10 G OXIDO DE ZINC 15 G"||"10 G;15 G"|"UNGUENTO TOPICO"|"100"|"100 G"|"ANDROMACO"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"REGENERADORES DE TEJIDO"|"NP"|0|0||1|0
777000295|7800018123929|"F-7241/20"|"VENARTEL 500 MG X 60 COMPRIMIDOS RECUBIERTOS"|"GLUCOSIDOS FLAVONICOS 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"60"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"ANTIVARICOSOS Y ANTIHEMORROIDALES"|"ANTIVARICOSOS"|"MRE"|1|0|"CENABAST"|1|0
777000296|7800018128214|"F-1509/18"|"HIPOGLOS UNGUENTO X 120 G"|"ACEITE DE HIPOGLOS 10 G OXIDO DE ZINC 15 G"||"10 G;15 G"|"UNGUENTO TOPICO"|"120"|"100 G"|"ANDROMACO"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"REGENERADORES DE TEJIDO"|"NP"|0|0||1|0
777000297|7800018128979|"F-20356/18"|"GAMALATE B6 X 30 COMPRIMIDOS RECUBIERTOS"|"ACIDO GAMA AMINO BETA HIDROXIBUTIRICO (GABOB) 37 MG ACIDO GAMA AMINOBUTIRICO (GABA) 77,32 MG BROMO MAGNESIO GLUTAMATO (BGM) 86,71 MG"|"37;77,32;86,71;37"|"37 MG;77,32 MG;86,71 MG;37 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTIMULANTES CEREBRALES"|"MRE"|0|0||1|0
777000298|7800018129228|"F-6518/20"|"CEFADROXILO 500 MG X 8 CAPSULAS"|"CEFADROXILO 500 MG"|"500"|"500 MG"|"CAPSULAS"|"8"|"CAPSULA"|"LABORATORIO ANDROMACO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"CEFALOSPORINAS"|"RMRSCS"|1|0||0|0
777000299|7800018129235|"F-6517/20"|"CEFADROXILO 250 MG/5 ML X 60 ML"|"CEFADROXILO 250 MG/5 ML"|"250"|"250 MG/5 ML"|"POLVO PARA SUSPENSION ORAL"|"60"|"100 ML"|"LABORATORIO ANDROMACO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"CEFALOSPORINAS"|"RMRSCS"|0|0|"CENABAST"|0|1
777000300|7800018132105|"F-13825/19"|"CLARITROMICINA 500 MG X 14 COMPRIMIDOS RECUBIERTOS"|"CLARITROMICINA 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"MACROLIDOS"|"APR"|1|0||0|0
777000301|7800018157016|"F-14446/20"|"ACIDO VALPROICO 200 MG X 30 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"ACIDO VALPROICO 200 MG"|"200"|"200 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"30"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|0|0||0|0
777000302|7800018157023|"F-15807/21"|"ACIDO VALPROICO 500 MG X 30 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"ACIDO VALPROICO 500 MG"|"500"|"500 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"30"|"COMPRIMIDO"|"ANDROMACO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|0|0||0|0
777000303|7800018160009||"FITTIG EXPERT TALCO ANTIMICOTICO DOBLE ACCION X 60 G"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"TALCO"|"60"|"100 G"|"FITTIG"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"NP"|0|0||1|0
777000304|7800018160894|"N-428/21"|"HEDILAR MIEL NARANJA 35 MG/5 ML X 120 ML JARABE"|"HEDERA HELIX 35 MG/5 ML"|"35"|"35 MG/5 ML"|"JARABE"|"120"|"100 ML"|"ANDROMACO"|"PRODUCTOS NATURALES"|"FITOFARMACOS"|"SISTEMA RESPIRATORIO"|"NP"|0|0||1|1
